variant,layer,election_id,region_id,beneficiary_slot,burdened_slot,projected_margin,government_rejection_strength,dominance_activation,regime_certainty,veto_rate,base_runner_core_floor,rupture_floor_activation,theoretical_floor,effective_runner_floor,runner_flexible_mass,transfer,donor_slot,recipient_slots,candidate_ballot_recent_base,floor_mode,recipient_weight_mode,protected_floor,before,reservoir,gain,after
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2017,sido_29,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.0341806016229801,0.0,0.01,0.0341806016229801,0.020989257269728195,0.0013206829000364001,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2017,sido_30,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.2396170369219419,0.0,0.01,0.2396170369219419,0.029086009721897926,0.001830145544283022,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2017,sido_31,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.3553353097157836,0.0,0.01,0.3553353097157836,0.03151593008562664,0.001983040629210832,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2017,sido_36,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.1724331995485346,0.0,0.01,0.1724331995485346,0.05851073368036361,0.0036816036149925546,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2017,sido_41,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.2904867750077805,0.0,0.01,0.2904867750077805,0.029907444360296687,0.0018818317314829597,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2017,sido_42,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.3376440484133232,0.0,0.01,0.3376440484133232,0.03245600676312743,0.0020421919930129684,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2017,sido_43,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.2911638514975106,0.0,0.01,0.2911638514975106,0.03015423544612711,0.0018973602831963035,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2017,sido_44,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.2550776099850012,0.0,0.01,0.2550776099850012,0.030969977487163403,0.001948688281638212,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2017,sido_45,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.0682483484546126,0.0,0.01,0.0682483484546126,0.025322934131601596,0.001593365866003672,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2017,sido_46,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.0438553923470368,0.0,0.01,0.0438553923470368,0.020205248004484,0.001271351586556744,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2017,sido_47,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.4863134552896404,0.0,0.01,0.4863134552896404,0.03603439177059248,0.0022673505981210046,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2017,sido_48,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.3752628188705947,0.0,0.01,0.3752628188705947,0.034783946318121595,0.0021886702567785613,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2017,sido_50,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.2397495310485979,0.0,0.01,0.2397495310485979,0.045654470168853906,0.0028726637292300957,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2002,sido_11,,,,,,,,,,,,,0.010842633456907926,C,A|B,0.0172553182802303,candidate_ballot,prediction_tilted,0.0172553182802303,0.060625852107862005,0.0433705338276317,0.25,0.04978321865095408
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2002,sido_26,,,,,,,,,,,,,0.0167082641960545,C,A|B,0.039818482004606,candidate_ballot,prediction_tilted,0.039818482004606,0.106651538788824,0.066833056784218,0.25,0.08994327459276949
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2002,sido_27,,,,,,,,,,,,,0.011476550800502226,C,A|B,0.0058164519761945,candidate_ballot,prediction_tilted,0.0058164519761945,0.0517226551782034,0.0459062032020089,0.25,0.04024610437770118
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2002,sido_28,,,,,,,,,,,,,0.009323625249517652,C,A|B,0.0255062904560678,candidate_ballot,prediction_tilted,0.0255062904560678,0.0628007914541384,0.03729450099807061,0.25,0.05347716620462075
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2002,sido_29,,,,,,,,,,,,,0.014181589031599096,C,A|B,0.0779749988731636,candidate_ballot,prediction_tilted,0.0779749988731636,0.13470135499955999,0.056726356126396385,0.25,0.12051976596796089
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2002,sido_30,,,,,,,,,,,,,0.014112278446669096,C,A|B,0.0189676131685742,candidate_ballot,prediction_tilted,0.0189676131685742,0.07541672695525059,0.056449113786676386,0.25,0.061304448508581494
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2002,sido_41,,,,,,,,,,,,,0.009335599488619926,C,A|B,0.0208780312728109,candidate_ballot,prediction_tilted,0.0208780312728109,0.0582204292272906,0.0373423979544797,0.25,0.04888482973867067
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2002,sido_42,,,,,,,,,,,,,0.016604712040343528,C,A|B,0.0200289187580357,candidate_ballot,prediction_tilted,0.0200289187580357,0.08644776691940981,0.06641884816137411,0.25,0.06984305487906628
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2002,sido_43,,,,,,,,,,,,,0.015358920284495776,C,A|B,0.0118716878700329,candidate_ballot,prediction_tilted,0.0118716878700329,0.073307369008016,0.0614356811379831,0.25,0.05794844872352023
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2002,sido_44,,,,,,,,,,,,,0.0089644993647145,C,A|B,0.0095463081839152,candidate_ballot,prediction_tilted,0.0095463081839152,0.0454043056427732,0.035857997458858,0.25,0.0364398062780587
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2002,sido_45,,,,,,,,,,,,,0.026208020258169047,C,A|B,0.0228231814936564,candidate_ballot,prediction_tilted,0.0228231814936564,0.12765526252633258,0.10483208103267619,0.25,0.10144724226816354
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2002,sido_46,,,,,,,,,,,,,0.030568214159661277,C,A|B,0.0132624825931937,candidate_ballot,prediction_tilted,0.0132624825931937,0.1355353392318388,0.12227285663864511,0.25,0.10496712507217752
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2002,sido_47,,,,,,,,,,,,,0.003816306604965524,C,A|B,0.0296959172831779,candidate_ballot,prediction_tilted,0.0296959172831779,0.044961143703039996,0.015265226419862096,0.25,0.04114483709807447
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2002,sido_48,,,,,,,,,,,,,0.013774585068221377,C,A|B,0.0344685791555901,candidate_ballot,prediction_tilted,0.0344685791555901,0.08956691942847561,0.05509834027288551,0.25,0.07579233436025423
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2002,sido_50,,,,,,,,,,,,,0.03681425244378042,C,A|B,0.0,candidate_ballot,prediction_tilted,0.0,0.14725700977512168,0.14725700977512168,0.25,0.11044275733134126
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2022,sido_11,,,,,,,,,,,,,0.005216039967730201,C,A|B,0.029384832583875,candidate_ballot,prediction_tilted,0.029384832583875,0.050248992454795804,0.020864159870920804,0.25,0.045032952487065604
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2022,sido_26,,,,,,,,,,,,,0.0018344615027772494,C,A|B,0.0399820977460082,candidate_ballot,prediction_tilted,0.0399820977460082,0.0473199437571172,0.007337846011108998,0.25,0.045485482254339946
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2022,sido_28,,,,,,,,,,,,,0.0012328698203317758,C,A|B,0.0485003528440327,candidate_ballot,prediction_tilted,0.0485003528440327,0.053431832125359804,0.004931479281327103,0.25,0.05219896230502803
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2022,sido_30,,,,,,,,,,,,,0.005386760332049399,C,A|B,0.0287620743601844,candidate_ballot,prediction_tilted,0.0287620743601844,0.050309115688382,0.021547041328197597,0.25,0.0449223553563326
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2022,sido_36,,,,,,,,,,,,,0.002205745011815176,C,A|B,0.0509430370441767,candidate_ballot,prediction_tilted,0.0509430370441767,0.059766017091437404,0.008822980047260703,0.25,0.05756027207962223
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2022,sido_41,,,,,,,,,,,,,0.0021519602142176016,C,A|B,0.0359763522960836,candidate_ballot,prediction_tilted,0.0359763522960836,0.044584193152954005,0.008607840856870407,0.25,0.0424322329387364
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2022,sido_42,,,,,,,,,,,,,0.0039742774092567,C,A|B,0.0308172356117518,candidate_ballot,prediction_tilted,0.0308172356117518,0.0467143452487786,0.0158971096370268,0.25,0.0427400678395219
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2022,sido_43,,,,,,,,,,,,,0.003193985570342424,C,A|B,0.0345580698080987,candidate_ballot,prediction_tilted,0.0345580698080987,0.0473340120894684,0.012775942281369697,0.25,0.04414002651912598
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2022,sido_44,,,,,,,,,,,,,0.004022255382646875,C,A|B,0.0309340683403439,candidate_ballot,prediction_tilted,0.0309340683403439,0.0470230898709314,0.0160890215305875,0.25,0.043000834488284526
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2022,sido_45,,,,,,,,,,,,,0.006611886926224551,C,A|B,0.0459485902537228,candidate_ballot,prediction_tilted,0.0459485902537228,0.072396137958621,0.026447547704898204,0.25,0.06578425103239645
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2022,sido_46,,,,,,,,,,,,,0.003124877750816251,C,A|B,0.0592373366011094,candidate_ballot,prediction_tilted,0.0592373366011094,0.0717368476043744,0.012499511003265004,0.25,0.06861196985355815
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2022,sido_47,,,,,,,,,,,,,0.00025967077121429906,C,A|B,0.0343795636905044,candidate_ballot,prediction_tilted,0.0343795636905044,0.035418246775361595,0.0010386830848571962,0.25,0.0351585760041473
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,weak_same_lane_refusal,pres_2022,sido_50,,,,,,,,,,,,,0.005824835521926801,C,A|B,0.0503767176193264,candidate_ballot,prediction_tilted,0.0503767176193264,0.0736760597070336,0.023299342087707203,0.25,0.0678512241851068
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2007,sido_11,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.224727422604459,0.0,0.01,0.224727422604459,0.11575376295856316,0.007243973746374882,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2007,sido_26,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.1230144019232013,0.0,0.01,0.1230144019232013,0.06769999442714049,0.004236726044366161,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2007,sido_27,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.0533297784427378,0.0,0.01,0.0533297784427378,0.036548243373766096,0.002287221673911859,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2007,sido_28,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.1882964963574757,0.0,0.01,0.1882964963574757,0.1253482410577939,0.007844404744768224,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2007,sido_29,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.5063986688693,0.0,0.01,0.5063986688693,0.24746182449968468,0.015486381730393087,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2007,sido_30,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.1749885957265136,0.0,0.01,0.1749885957265136,0.1550161062926277,0.009701046216968634,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2007,sido_31,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.0922216716368157,0.0,0.01,0.0922216716368157,0.0762003677779345,0.004768686991584605,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2007,sido_41,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.1969781637048186,0.0,0.01,0.1969781637048186,0.12484403173333555,0.007812850875453744,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2007,sido_42,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.1620964538589391,0.0,0.01,0.1620964538589391,0.0926504884460915,0.005798150217652563,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2007,sido_43,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.1871115693451475,0.0,0.01,0.1871115693451475,0.1250937284019757,0.007828477115724083,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2007,sido_44,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.1339414116449834,0.0,0.01,0.1339414116449834,0.1803984259604589,0.01128949442458055,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2007,sido_45,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.5050615589935803,0.0,0.01,0.5050615589935803,0.2489963619554737,0.015582414453290776,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2007,sido_46,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.5115021109033597,0.0,0.01,0.5115021109033597,0.2436089090943725,0.015245262847259446,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2007,sido_47,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.0689035077128128,0.0,0.01,0.0689035077128128,0.03689871266594581,0.0023091543548595123,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2007,sido_48,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.0994668855013218,0.0,0.01,0.0994668855013218,0.0644903902204684,0.004035866149921866,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2007,sido_50,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.0,0.0,0.01,0.0,0.2696919174747736,0.016877560779567178,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2017,sido_11,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.2981507946412702,0.0,0.01,0.2981507946412702,0.020775818418153735,0.001307252932608046,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2017,sido_26,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.3539560494922693,0.0,0.01,0.3539560494922693,0.03533489788607641,0.00222333714876028,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2017,sido_27,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.4618834178563183,0.0,0.01,0.4618834178563183,0.035586450889516674,0.0022391653291397493,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2017,sido_28,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.2930148075897038,0.0,0.01,0.2930148075897038,0.02963264010423733,0.0018645405392711107,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2017,sido_29,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.0341806016229801,0.0,0.01,0.0341806016229801,0.020989257269728195,0.0013206829000364001,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2017,sido_30,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.2396170369219419,0.0,0.01,0.2396170369219419,0.029086009721897926,0.001830145544283022,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2017,sido_31,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.3553353097157836,0.0,0.01,0.3553353097157836,0.03151593008562664,0.001983040629210832,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2017,sido_36,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.1724331995485346,0.0,0.01,0.1724331995485346,0.05851073368036361,0.0036816036149925546,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2017,sido_41,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.2904867750077805,0.0,0.01,0.2904867750077805,0.029907444360296687,0.0018818317314829597,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2017,sido_42,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.3376440484133232,0.0,0.01,0.3376440484133232,0.03245600676312743,0.0020421919930129684,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2017,sido_43,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.2911638514975106,0.0,0.01,0.2911638514975106,0.03015423544612711,0.0018973602831963035,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_theoretical__recipient_affinity_only,strong_incumbent_veto,pres_2017,sido_44,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.2550776099850012,0.0,0.01,0.2550776099850012,0.030969977487163403,0.001948688281638212,,,,,,,,,,
